,time,instance_events_type,collection_id,scheduling_class,collection_type,priority,alloc_collection_id,instance_index,machine_id,resource_request,constraint,collections_events_type,user,collection_name,collection_logical_name,start_after_collection_ids,vertical_scaling,scheduler,start_time,end_time,average_usage,maximum_usage,random_sample_usage,assigned_memory,page_cache_memory,cycles_per_instruction,memory_accesses_per_instruction,sample_rate,cpu_usage_distribution,tail_cpu_usage_distribution,cluster,event,failed
10,36255576255,6,4.54521E+11,0,1,116,0,1758,92336375,"{'cpus': 0.01629638671875, 'memory': 0.0048370361328125}",[],6,p8OV+3HkL8g1uZ11dkCrMGCfAcRJerNDEbjByNP8mcY=,NcT13d7u6Tqsoalsolc+atqUXzKaIvVxt3iaeH2mfiM=,hIeqVvuzPwTMECrlkuOctN3nGqgux7njzTb6U+Sgp5c=,[],2,1,1.203E+11,1.206E+11,"{'cpus': 0.000518798828125, 'memory': 0.0026702880859375}","{'cpus': 0.0023345947265625, 'memory': 0.0026702880859375}","{'cpus': 0.000492095947265625, 'memory': None}",0.005012512,0.000540733,,,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0.],2,SCHEDULE,0
11,7.23623E+11,1,3.46556E+11,1,0,103,0,8880,19641579566,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}",[],1,N4z3CQhsZb0Z/6KYX+6Y6CyETgv5iobfcL+/h+RZeA4=,9CN0XhKlXssUPaH7dh0fXYJ2pKJQBkhWP4VNkHaxYAU=,razr6Q7g2n+P+ozt+AY4VoddAyNIunXkvdiD2gnSFC0=,[],2,1,7.08228E+11,7.08231E+11,"{'cpus': 0.001049041748046875, 'memory': 6.580352783203125e-05}","{'cpus': 0.013275146484375, 'memory': 6.961822509765625e-05}","{'cpus': 0.0047454833984375, 'memory': None}",0.010421753,2.86E-06,0.998314679,0.002872129,1,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.58306885e-06 2.19345093e-05 3.52859497e-05 1.90162659e-03
 1.90162659e-03 1.90162659e-03 1.90162659e-03]","[0.00190163 0.00190163 0.00190163 0.00190163 0.00190163 0.00190163
 0.00190163 0.00190163 0.00190163]",6,EVICT,0
12,2.04389E+11,3,39516992187,2,0,0,0,3658,3.74219E+11,"{'cpus': 0.0025177001953125, 'memory': 0.00022125244140625}",[],3,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,WS2kraTQdfsFtOIepw9SIo7ETi2ag8uwy7gt2MrpIe0=,VJ0ExwthLLpbqbyOA77EoNypzEiPYg3mECxUve0GCnY=,[],3,0,85136000000,85138000000,"{'cpus': 0.0, 'memory': 8.58306884765625e-06}","{'cpus': 0.0, 'memory': 8.58306884765625e-06}","{'cpus': 0.0, 'memory': None}",0.000231743,0,1.417979121,0.003365718,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0.],1,FINISH,0
13,1.65967E+12,5,7.84489E+11,1,0,105,0,7776,13240065175,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}",[],5,+pEi4UWjK+Z87VFhehFntjxliEHRzmohnK5X1T3UYZU=,E9WF/Q8KHGGSbAlLBCwY7sX2YtV2vHDhUNjmGqF6ugU=,aO3GLFVWQoYjAjR6Y8EmWkQOBXuJwYUTTrUD+1YvgE4=,[],3,1,1.3428E+12,1.3431E+12,"{'cpus': 0.00021839141845703125, 'memory': 0.000896453857421875}","{'cpus': 0.0007944107055664062, 'memory': 0.0008993148803710938}","{'cpus': 0.00012874603271484375, 'memory': None}",0.011016846,7.63E-06,3.684666157,0.017217394,1,"[0.00010395 0.00014496 0.00016403 0.00018024 0.00019073 0.00020123
 0.00021172 0.00022602 0.00025082 0.00029659 0.00079441]","[0.00030327 0.00031376 0.00032997 0.00034714 0.0003624  0.0003767
 0.00039101 0.0004406  0.00061607]",4,LOST,0
14,3.65677E+11,5,7.84635E+11,2,0,360,6.98303E+11,641,50769016368,"{'cpus': 0.0142059326171875, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,Kl7WbluvFFOhK3UA25IoljEUhvkXn3SO+8jkFeRkTtY=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.05159E+12,1.05161E+12,"{'cpus': 0.0018672943115234375, 'memory': 0.00031757354736328125}","{'cpus': 0.00717926025390625, 'memory': 0.0005359649658203125}","{'cpus': 0.0010547637939453125, 'memory': None}",0,0.000197411,,,1,"[0.00000000e+00 7.91549683e-05 2.02178955e-04 5.01632690e-04
 5.80787659e-04 9.68933105e-04 1.09100342e-03 1.25885010e-03
 4.52423096e-03 6.53076172e-03 7.19451904e-03]","[0.00654602 0.00656891 0.00658417 0.00659943 0.00719452 0.00719452
 0.00719452 0.00719452 0.00719452]",4,LOST,0
15,1.12936E+12,5,3.30587E+11,2,0,360,3.30587E+11,882,1.04791E+11,"{'cpus': 0.02288818359375, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,sKvpQodvOVYLFyh/UzTcFk1/JfjwK22JNnim9cKg1Rs=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.4754E+12,1.4757E+12,"{'cpus': 0.031982421875, 'memory': 0.01922607421875}","{'cpus': 0.0692138671875, 'memory': 0.0206298828125}","{'cpus': 0.03131103515625, 'memory': None}",0,0.002109528,0.830358565,0.00128206,1,"[0.00041485 0.02163696 0.02450562 0.02798462 0.03143311 0.03430176
 0.03656006 0.0380249  0.03936768 0.0425415  0.04949951]","[0.04284668 0.04309082 0.043396   0.04370117 0.04394531 0.04431152
 0.04467773 0.04534912 0.04718018]",1,LOST,0
16,0,2,27762125863,3,0,450,27762125764,37,32343383224,"{'cpus': 0.0, 'memory': 0.00423431396484375}",[],2,wCn+ghu8PJtxrZGYHh7myaXzhOnxiWYu5XZf/2M2slc=,qh0zEKvE2Y0oMwcle6oMXykp0AbVFsAttr1FFWAb8U8=,mUR05ooQ4D8BVg0lbmiYMFjnVso6Op0kBLW+aWo3UnU=,[],1,0,2.3619E+12,2.3622E+12,"{'cpus': 0.01812744140625, 'memory': 0.0020751953125}","{'cpus': 0.0556640625, 'memory': 0.002132415771484375}","{'cpus': 0.021026611328125, 'memory': None}",0,0.000191689,2.249922514,0.012975517,0.99666667,"[0.01094055 0.01216125 0.01289368 0.01347351 0.015625   0.01867676
 0.02084351 0.02191162 0.0227356  0.02441406 0.02902222]","[0.02453613 0.0246582  0.02481079 0.0249939  0.02520752 0.02563477
 0.02600098 0.0267334  0.02740479]",2,FAIL,1
17,1.58416E+12,0,2.88497E+11,3,0,200,2.88497E+11,1629,87028529945,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}",[],0,SGB2DRFNGsxqRJxWpux+PkH4xQ3fdsh9kWSh4KZpt6k=,JFK8CNefVFr6n71NK4Yhau5fB/7WrP6e7DJ1fuOEds0=,YZhZOzqtY/90ThVRZZhWkwgHMQ1bjKM17MH/b2swkHQ=,[],1,0,2.5461E+12,2.5464E+12,"{'cpus': 0.00037860870361328125, 'memory': 0.001953125}","{'cpus': 0.0050048828125, 'memory': 0.001964569091796875}","{'cpus': 0.001186370849609375, 'memory': None}",0,0.000817299,3.156894445,0.016327785,1,"[0.00024796 0.00026894 0.00027657 0.00028419 0.00029182 0.00030041
 0.00030804 0.00033092 0.00036907 0.00059032 0.00502014]","[0.000597   0.00060463 0.00061226 0.00062084 0.00063419 0.00064754
 0.0006609  0.00070572 0.00096989]",6,ENABLE,0
18,2.96067E+11,1,7.84246E+11,1,0,105,0,2198,5567221068,"{'cpus': 0.0089874267578125, 'memory': 0.016693115234375}","[{'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",1,55OBkge0TdwJ8JGd2ZQyqWmOalmz1ZMCWIvJXzeQBic=,PT2sGYinxxwrtBO9Av5HnLJzDAXwxNUxsVlayv6j790=,G1oqPIWBYquLPW5P/YdMCnflxcs9aXitxHQStj8KYv8=,[],2,1,2.95905E+11,2.95946E+11,"{'cpus': 0.0088348388671875, 'memory': 0.00567626953125}","{'cpus': 0.020294189453125, 'memory': 0.00567626953125}","{'cpus': 0.0081634521484375, 'memory': None}",0.014968872,0.000198364,,,1,"[0.00793457 0.00805664 0.00813293 0.00820923 0.008255   0.00830078
 0.00837708 0.00875854 0.00924683 0.009552   0.02023315]","[0.00961304 0.00967407 0.00975037 0.00982666 0.00990295 0.01031494
 0.01039124 0.02023315 0.02023315]",4,EVICT,0
19,1.16367E+11,2,7.81396E+11,2,0,360,6.98303E+11,247,263475209,"{'cpus': 0.013519287109375, 'memory': 0.0013027191162109375}",[],2,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,sKvpQodvOVYLFyh/UzTcFk1/JfjwK22JNnim9cKg1Rs=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.749E+11,1.752E+11,"{'cpus': 0.0322265625, 'memory': 0.019287109375}","{'cpus': 0.1099853515625, 'memory': 0.020599365234375}","{'cpus': 0.044921875, 'memory': None}",0,0.001131058,1.098496437,0.003789981,1,"[0.00031757 0.00987244 0.01647949 0.01849365 0.02090454 0.02407837
 0.02920532 0.0411377  0.05474854 0.06884766 0.08862305]","[0.07092285 0.07177734 0.07250977 0.07568359 0.07714844 0.078125
 0.07946777 0.08129883 0.08508301]",4,FAIL,1
20,2.22092E+12,2,39516997747,2,0,0,0,2249,20738137,"{'cpus': 0.001861572265625, 'memory': 0.00019931793212890625}",[],2,+cz+wEXttqDjld+YWLmrgqExjdqiHMZ2WZODThyR9jE=,AbfLM/72wWE5g5N3WQHZ1wC0R8mV5trtLcKtgLVs88I=,ie5iGahM0adHFVwiIPBS9clQiQ0SrDQhN8bgC3FIUuI=,[],3,0,1.62746E+12,1.62748E+12,"{'cpus': 0.00030994415283203125, 'memory': 0.00013065338134765625}","{'cpus': 0.00144195556640625, 'memory': 0.0001373291015625}","{'cpus': 0.00031185150146484375, 'memory': None}",0.000258446,8.58E-06,,,0.962962985,"[0.00019264 0.00024414 0.00026989 0.00027847 0.00028801 0.00029755
 0.00030613 0.0003233  0.00034142 0.00041199 0.00043201]","[0.0004158  0.00041962 0.00042343 0.00042725 0.00043106 0.00043201
 0.00043201 0.00043201 0.00043201]",1,FAIL,1
21,1.89221E+12,3,3.59738E+11,1,0,200,0,7339,12064877,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}","[{'name': '5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=', 'value': '0', 'relation': 3}
 {'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",3,Q7DV+pm/ELG8CGppC/HoIb2Jznc5Bom1oq1jVb0v2hk=,0va0QfN3GaokXiIDSE24dYt25Z1e7hTNC9ngmKJ+iOo=,GROrxokNbRMmFd1J1BFbszK3+uUiGoMmCIiBjJlGRf0=,[],1,0,2.1348E+12,2.1351E+12,"{'cpus': 0.0080108642578125, 'memory': 0.0017719268798828125}","{'cpus': 0.0179443359375, 'memory': 0.001873016357421875}","{'cpus': 0.0086517333984375, 'memory': None}",0.002624512,1.43E-05,1.210427761,0.006471707,1,"[0.00125504 0.00666809 0.00787354 0.00823975 0.00837708 0.00848389
 0.00856018 0.00863647 0.00871277 0.00881958 0.0093689 ]","[0.00883484 0.0088501  0.00886536 0.00889587 0.00892639 0.00895691
 0.00898743 0.00900269 0.00920105]",6,FINISH,0
22,1.04045E+11,5,2.61357E+11,2,0,360,2.21495E+11,2234,394193961,"{'cpus': 0.0056304931640625, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,RDSLTTgiZ9Zuj6f+Ff4+JyQIOxL87elr8WTXBjnam3s=,wcRcAMuop2OqH9EW4feH919tadFec5a11ply0hcS/C8=,[],2,0,2.4753E+12,2.4756E+12,"{'cpus': 0.011505126953125, 'memory': 0.00662994384765625}","{'cpus': 0.04901123046875, 'memory': 0.0099639892578125}","{'cpus': 0.0123291015625, 'memory': None}",0,0.000947952,0.974187911,0.002547326,1,"[0.00010777 0.00026417 0.00058746 0.0011673  0.00624847 0.00996399
 0.01190186 0.01855469 0.02166748 0.02706909 0.04931641]","[0.02801514 0.02862549 0.02935791 0.03012085 0.03079224 0.03167725
 0.03326416 0.03588867 0.0380249 ]",7,LOST,0
23,1.64502E+12,3,2.60726E+11,2,0,360,2.21495E+11,1162,1.69719E+11,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}",[],3,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,QsRYzXDSVqCBzEECAKytCJ0/WlcRIFMO90rDLVzkkiA=,wcRcAMuop2OqH9EW4feH919tadFec5a11ply0hcS/C8=,[],2,0,25800000000,26100000000,"{'cpus': 0.0006113052368164062, 'memory': 0.00528717041015625}","{'cpus': 0.001392364501953125, 'memory': 0.0052947998046875}","{'cpus': 0.0007009506225585938, 'memory': None}",0,0.002479553,2.360443354,0.009819461,1,"[0.00036621 0.0004425  0.00048447 0.00051212 0.00053883 0.00056458
 0.00059509 0.00064659 0.00075245 0.00083542 0.00122833]","[0.00085449 0.00087643 0.00089359 0.00090981 0.00092697 0.0009594
 0.00099945 0.00104332 0.00113106]",7,FINISH,0
24,1.10784E+12,5,3.48547E+11,2,0,360,2.71642E+11,773,13606987988,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}",[],5,DrrEIEWkWuW7RrZwpHLCN0k0A2J0usJeyt3wtqzZ7Kk=,d62biW/uJqfFDumZ7OJ/lxr9JOmfQXDacErszzg0sjs=,mOIaNf8mXWKMT1ODsgfz3yhpFBedgNmcMaskvu55SBc=,[],2,0,1.0782E+12,1.0785E+12,"{'cpus': 0.0338134765625, 'memory': 0.0186767578125}","{'cpus': 0.1065673828125, 'memory': 0.019287109375}","{'cpus': 0.04022216796875, 'memory': None}",0,0.00123024,0.875459015,0.008158403,1,"[0.00753021 0.02182007 0.02661133 0.02938843 0.0324707  0.03497314
 0.03771973 0.0402832  0.0423584  0.04418945 0.04931641]","[0.04437256 0.04455566 0.0447998  0.04510498 0.04534912 0.0456543
 0.04608154 0.04656982 0.04748535]",6,LOST,0
25,2.91751E+11,6,7.40923E+11,0,0,103,0,406,7.14666E+11,"{'cpus': 0.0810546875, 'memory': 0.00443267822265625}",[],6,J/OkBjI+ebvgHCHhWGb59HaVGjmTN8u1f6El0LhNSQs=,vjduOujpEMb0aKfVgPrPDbMgByQH+8b3v0lujv45gnI=,HHCCfOaWrQu0V2/l1jl1pugl6eaW060FHE29fl3/TX8=,[],2,1,2.91299E+11,2.913E+11,"{'cpus': 0.0, 'memory': 0.0006971359252929688}","{'cpus': 0.0, 'memory': 0.0006971359252929688}","{'cpus': 0.0, 'memory': None}",0.004432678,0.000673294,,,1,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0.],3,SCHEDULE,0
26,0,2,5424274343,3,1,200,0,833,43996204375,"{'cpus': 0.03240966796875, 'memory': 0.01690673828125}","[{'name': '9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=', 'value': '0', 'relation': 1}]",2,zMQ8xQPgrFREflG9AXyXmnoe7dW1GgFREXw4E+gXVN4=,RVgrM8mcjiTCLhKE0VZ8HSxNdK7oUczrixmy5KeYi7w=,QXeNsvCbWax3nfvtvlZvhbFRnc9hzvkpWpJ7mUmOFwQ=,[],1,0,2.4903E+12,2.4906E+12,"{'cpus': 0.0118255615234375, 'memory': 0.0101318359375}","{'cpus': 0.02691650390625, 'memory': 0.0101318359375}","{'cpus': 0.01220703125, 'memory': None}",0.016906738,0.000770569,,,1,"[0.00791931 0.00979614 0.01028442 0.01087952 0.0112915  0.01158142
 0.01203918 0.01249695 0.01312256 0.014328   0.01745605]","[0.01445007 0.01454163 0.01463318 0.01472473 0.01483154 0.0149231
 0.01554871 0.01593018 0.01699829]",2,FAIL,1
